GRB,BAT RA (J2000),BAT Dec (J2000),BAT T90 [sec],BAT Fluence (15-150 keV) [10^-7 erg/cm^2],BAT 1-sec Peak Photon Flux (15-150 keV) [ph/cm^2/sec],XRT Time to First Observation [sec],XRT Early Flux (0.3-10 keV) [10^-11 erg/cm^2/s],XRT 11 Hour Flux (0.3-10 keV) [10^-11 erg/cm^2/s],XRT 24 Hour Flux (0.3-10 keV) [10^-11 erg/cm^2/s],XRT Spectral Index (Gamma),XRT Column Density (NH) [10^21 cm^-2],UVOT Time to First Observation [sec],Redshift,log(BAT T90 [sec]),log(BAT Fluence (15-150 keV) [10^-7 erg/cm^2]),log(BAT 1-sec Peak Photon Flux (15-150 keV) [ph/cm^2/sec]),log(XRT Time to First Observation [sec]),log(XRT Early Flux (0.3-10 keV) [10^-11 erg/cm^2/s]),log(XRT 11 Hour Flux (0.3-10 keV) [10^-11 erg/cm^2/s]),log(XRT 24 Hour Flux (0.3-10 keV) [10^-11 erg/cm^2/s]),log(XRT Spectral Index (Gamma)),log(XRT Column Density (NH) [10^21 cm^-2]),log(UVOT Time to First Observation [sec]),log(Redshift),NORM(BAT T90 [sec]),NORM(BAT Fluence (15-150 keV) [10^-7 erg/cm^2]),NORM(BAT 1-sec Peak Photon Flux (15-150 keV) [ph/cm^2/sec]),NORM(XRT Time to First Observation [sec]),NORM(XRT Early Flux (0.3-10 keV) [10^-11 erg/cm^2/s]),NORM(XRT 11 Hour Flux (0.3-10 keV) [10^-11 erg/cm^2/s]),NORM(XRT 24 Hour Flux (0.3-10 keV) [10^-11 erg/cm^2/s]),NORM(XRT Spectral Index (Gamma)),NORM(XRT Column Density (NH) [10^21 cm^-2]),NORM(UVOT Time to First Observation [sec]),NORM(Redshift)
130604A,250.166,68.225,37.7,14,0.8,99.27,176,0.001072626,0.000221909,2.08823,2.23996,109,1.06,1.57634135,1.146128036,-0.096910013,1.996818022,2.245512668,-2.96955168,-3.653825084,0.319778331,21.35024026,2.037426498,0.025305865,0.034384481,0.004419783,0.002416918,0.017078337,2.87E-12,0.000109112,6.67E-05,0.403885726,0.029224366,0.013972537,0.171585726
130514A,296.278,-7.974,204,91,2.8,88.83,583,0.07779492,0.029464704,2.0604,1.577583,97,3.6,2.309630167,1.959041392,0.447158031,1.948559662,2.765668555,-1.109048761,-1.530697917,0.313951541,21.19799222,1.986771734,0.556302501,0.187275903,0.029260896,0.008459215,0.013859384,9.52E-12,0.007913612,0.008850184,0.38582028,0.020582449,0.011081667,0.597531527
130505A,137.06,17.485,88,210,30,96.37,735,2.1814356,0.5711476,1.92439,0.524335,107,2.27,1.944482672,2.322219295,1.477121255,1.983941859,2.866287339,0.338742396,-0.243251644,0.284293091,20.71960885,2.029383778,0.356025857,0.08062885,0.067651708,0.090634441,0.016184183,1.20E-11,0.221904396,0.171553094,0.297531337,0.006840907,0.013490725,0.374496914
130427B,314.9,-22.548,27,15,3,77.37,115,0.019117137,0.003710698,1.8144,0.44452598,87,2.78,1.431363764,1.176091259,0.477121255,1.888572597,2.06069784,-1.718577148,-2.43054439,0.258733037,20.64789715,1.939519253,0.444044796,0.02454721,0.004742394,0.009063444,0.010325934,1.88E-12,0.001944672,0.001114566,0.226132904,0.005799653,0.008672609,0.460021465
130427A,173.15,27.706,162.83,3100,331,140.19,43800,9.83052,3.329276,1.78644,0.977721,147,0.34,2.211734423,3.491361694,2.519827994,2.146717036,4.641474111,0.992576491,0.5223498,0.251988434,20.99021494,2.167317335,-0.468521083,0.149425393,1,1,0.029695155,7.16E-10,1,1,0.207983071,0.012756155,0.023126957,0.050845184
130418A,149.045,13.674,300,18,0.6,129.7,155,0.09930438,0.03376863,1.68684,1.32281,138,1.218,2.477121255,1.255272505,-0.22184875,2.112939976,2.190331698,-1.003031596,-1.471486558,0.227073891,21.12149747,2.139879086,0.085647288,0.275535534,0.00571023,0.001812689,0.026460785,2.53E-12,0.010101641,0.010142935,0.143329157,0.017258471,0.020958805,0.198081567
121211A,195.575,30.173,182,13,1,89.52,664,0.13629805,0.0478345,2.0682,4.58545,97,1.023,2.260071388,1.113943352,0,1.951920074,2.822168079,-0.865510358,-1.320258761,0.315592534,21.66138196,1.986771734,0.009875634,0.167049738,0.004097171,0.003021148,0.01407213,1.08E-11,0.013864785,0.014367839,0.390883539,0.059825564,0.011081667,0.165381003
121128A,300.589,54.301,23.3,69,12.9,77.17,158,0.0471828,0.013250134,1.98504,10.9723,85,2.2,1.367355921,1.838849091,1.11058971,1.8874485,2.198657087,-1.32621629,-1.87777973,0.297769263,22.04029767,1.929418926,0.342422681,0.021145536,0.022163435,0.03897281,0.010264269,2.58E-12,0.004799624,0.003979885,0.336901416,0.143153679,0.008190797,0.362758251
121027A,63.598,-58.839,62.6,20,1.3,67.38,610,0.24509127,0.18853735,2.37144,11.9499,77,1.773,1.796574333,1.301029996,0.113943352,1.828531007,2.785329835,-0.610672158,-0.724602601,0.375012141,22.07736427,1.886490725,0.248708736,0.057276823,0.006355454,0.003927492,0.007245729,9.97E-12,0.024931669,0.056630135,0.587727441,0.155908255,0.006263551,0.291152401
121024A,70.481,-12.255,69,11,1.3,93,110,0.07719156,0.025306632,2.00683,8.83441,158,2.298,1.838849091,1.041392685,0.113943352,1.968482949,2.041392685,-1.112430182,-1.59676565,0.302510585,21.94617755,2.198657087,0.361350024,0.063160798,0.003451947,0.003927492,0.015145115,1.80E-12,0.007852236,0.007601242,0.351046082,0.115261002,0.025776921,0.37919238
120922A,234.758,-20.181,173,62,2,116.42,2530,0.11777535,0.05077345,2.06954,1.038387,127,3.1,2.238046103,1.792391689,0.301029996,2.066027595,3.403120521,-0.928945596,-1.294363326,0.315873825,21.01635924,2.103803721,0.491361694,0.158775398,0.019905152,0.006042296,0.022366178,4.13E-11,0.011980582,0.015250598,0.39175338,0.013547654,0.018308841,0.513683928
120811C,199.69,62.297,26.8,30,4.1,68.67,297,0.11858981,0.04829129,1.92121,8.26457,76,2.671,1.428134794,1.477121255,0.612783857,1.836767047,2.472756449,-0.925952627,-1.316131193,0.283574838,21.91722026,1.880813592,0.426673888,0.024363335,0.009581572,0.012386707,0.007643473,4.85E-12,0.012063432,0.014505043,0.295467086,0.107826399,0.006022645,0.441742688
120729A,13.078,49.936,71.5,24,2.9,68.12,175,0.007857444,0.000941224,1.8831,2.228028,77,0.8,1.854306042,1.380211242,0.462397998,1.833274639,2.243038049,-2.104718706,-3.026307007,0.274873383,21.34792064,1.886490725,-0.096910013,0.065459226,0.007645901,0.008761329,0.007473892,2.86E-12,0.000799291,0.000282711,0.270728525,0.029068692,0.006263551,0.127984975
120724A,245.193,3.535,72.8,6.8,0.6,109.1,51.4,0.04020438,0.030380392,1.86175,7.40E-07,99,1.48,1.862131379,0.832508913,-0.22184875,2.037824751,1.710963119,-1.395726631,-1.517406627,0.269921363,14.86923172,1.995635195,0.170261715,0.066654408,0.002096977,0.001812689,0.02010921,8.38E-13,0.004089751,0.009125225,0.256869478,9.65E-09,0.011563479,0.242017709
120714B,355.412,-46.196,159,12,0.4,120.07,159,0.001815611,0.000412731,1.94091,0.00172307,129,0.3984,2.201397124,1.079181246,-0.397940009,2.079434511,2.201397124,-2.740977195,-3.38433291,0.288005398,18.23630292,2.11058971,-0.39968067,0.145904202,0.003774559,0.001208459,0.023491578,2.60E-12,0.000184691,0.00012397,0.308255058,2.25E-05,0.018790653,0.060638583
120521C,214.288,42.144,26.7,11,1.9,69.11,74.3,0.017671237,0.002855346,1.84163,4.75213,76,6,1.426511261,1.041392685,0.278753601,1.839540893,1.870988814,-1.752733048,-2.544341258,0.265202381,21.67688831,1.880813592,0.77815125,0.024271398,0.003451947,0.005740181,0.007779138,1.21E-12,0.001797589,0.000857648,0.243808868,0.062000209,0.006022645,1
120422A,136.915,13.974,5.35,2.3,0.6,95.07,312,0.01374254,0.01123796,2.32199,6.82E-05,104,0.28,0.728353782,0.361727836,-0.22184875,1.978043494,2.494154594,-1.86193299,-1.949312518,0.365860345,16.83378437,2.017033339,-0.552841969,0.004642824,0.000645224,0.001812689,0.015783356,5.10E-12,0.001397946,0.003375497,0.555627682,8.90E-07,0.012768008,0.040783472
120404A,235.002,12.883,38.7,16,1.2,130.02,73.4,0.021299642,0.0052762,1.89579,5.12667,138,2.876,1.587710965,1.204119983,0.079181246,2.114010162,1.86569606,-1.671627696,-2.27767875,0.277790228,21.70983536,2.139879086,0.458788882,0.035303852,0.005065006,0.003625378,0.02655945,1.20E-12,0.002166685,0.001584789,0.278966057,0.066886767,0.020958805,0.476120204
120327A,246.854,-29.415,62.9,36,3.9,75.61,541,0.07595896,0.023957956,1.75797,14.6619,141,2.81,1.798650645,1.556302501,0.591064607,1.878579238,2.733197265,-1.11942099,-1.620550237,0.24501146,22.16619025,2.149219113,0.44870632,0.057552634,0.011517244,0.011782477,0.009783276,8.84E-12,0.007726851,0.007196146,0.189502178,0.191291244,0.021681523,0.465052321
120326A,273.906,69.248,69.6,26,4.6,59.54,201,0.448495,0.28005354,1.86299,3.49005,67,1.798,1.84260924,1.414973348,0.662757832,1.77480883,2.303196057,-0.348242394,-0.552758933,0.270210524,21.54283165,1.826074803,0.254789687,0.063712421,0.008291125,0.013897281,0.00482843,3.28E-12,0.045622714,0.084118451,0.257674407,0.045534072,0.003854493,0.295344781
120119A,120.029,-9.076,253.8,170,10.3,53.29,1060,0.1876052,0.043695994,1.61077,10.5203,62,1.728,2.404491618,2.230448921,1.012837225,1.72664572,3.025305865,-0.726755128,-1.359558377,0.207033532,22.02202812,1.792391689,0.237543738,0.233060587,0.054747234,0.031117825,0.002901375,1.73E-11,0.019083955,0.013124774,0.093949406,0.137256514,0.002649964,0.283606118
111228A,150.063,18.284,101.2,85,12.4,145.07,882,0.3853548,0.1496862,2.03824,2.59076,155,0.714,2.005180513,1.929418926,1.093421685,2.161577611,2.945468585,-0.414139227,-0.824818237,0.30925532,21.41342718,2.190331698,-0.146301788,0.092764549,0.027325225,0.037462236,0.0311998,1.44E-11,0.039199839,0.044960586,0.371435434,0.033801192,0.025054204,0.113563188
111225A,13.158,51.573,106.8,13,0.7,88.14,296,0.013042395,0.005845995,1.80018,2.086314,95,0.297,2.028571253,1.113943352,-0.15490196,1.945173046,2.471291711,-1.884642651,-2.23314156,0.255315932,21.31937967,1.977723605,-0.527243551,0.097913027,0.004097171,0.002114804,0.013646637,4.83E-12,0.001326725,0.001755936,0.216902195,0.027219774,0.010599855,0.04363429
110503A,132.799,52.211,10,100,1.35,93.63,205,0.27394282,0.0919154,1.90907,1.36895,212,1.613,1,2,0.130333768,1.971415023,2.311753861,-0.562340078,-1.036611718,0.280821853,21.13638759,2.326335861,0.207634367,0.0089179,0.032164403,0.00407855,0.015339362,3.35E-12,0.027866565,0.027608225,0.287586578,0.017860451,0.038785835,0.26432117
110422A,112.057,75.1,25.9,410,30.7,814.5,62.1,0.30682548,0.09138792,1.89199,10.4926,822,1.77,1.413299764,2.612783857,1.487138375,2.910891089,1.7930916,-0.513108578,-1.039111207,0.276918837,22.02088312,2.914871818,0.247973266,0.023535901,0.132174081,0.092749245,0.237604408,1.01E-12,0.031211521,0.027449788,0.276499341,0.136895117,0.185738376,0.290649316
110213A,42.978,49.278,48,59,1.6,91.74,109,0.23456141,0.05631555,1.96436,3.69049,100,1.46,1.681241237,1.770852012,0.204119983,1.962558736,2.037426498,-0.629743436,-1.24937167,0.293221082,21.56708403,2,0.164352856,0.043854004,0.018937317,0.004833837,0.014756621,1.78E-12,0.023860529,0.016915254,0.32347729,0.048149177,0.011804384,0.238663805
110205A,164.603,67.533,257,170,3.6,155.4,1400,0.05419368,0.014733216,1.93577,2.34655,164,1.98,2.409933123,2.230448921,0.556302501,2.191451014,3.146128036,-1.266051357,-1.831702444,0.286853755,21.37042981,2.214843848,0.29666519,0.236002574,0.054747234,0.010876133,0.034384838,2.29E-11,0.005512799,0.004425351,0.304918501,0.030615027,0.027222356,0.325865307
101219B,12.259,-34.556,34,21,0.6,542.7,96.8,0.0473974,0.028567298,1.85684,0.314,156,0.5519,1.531478917,1.322219295,-0.22184875,2.734559822,1.985875357,-1.324245481,-1.544130835,0.268774483,20.49692965,2.193124598,-0.258139606,0.030982808,0.006678066,0.001812689,0.153800616,1.58E-12,0.004821454,0.008580634,0.253682222,0.004096703,0.02529511,0.086379796
100906A,28.697,55.634,114.4,120,10.1,80.24,2340,0.11097593,0.023497346,2.02817,9.1618,89,1.727,2.058426024,2.079181246,1.004321374,1.90439092,3.369215857,-0.954771207,-1.628981188,0.307104354,21.96198081,1.949390007,0.237292338,0.104900248,0.03861664,0.030513595,0.011210838,3.82E-11,0.011288918,0.007057795,0.364898637,0.119532402,0.009154421,0.283438422
100902A,48.626,30.97,428.8,32,1,316.15,22000,0.12602814,0.0750101,2.35636,4.49857,325,4.5,2.632254777,1.505149978,0,2.499893186,4.342422681,-0.899532473,-1.124880256,0.372241642,21.65307448,2.511883361,0.653212514,0.393950538,0.010226796,0.003021148,0.083948706,3.59E-10,0.012820089,0.022530454,0.577938475,0.058692056,0.066008191,0.748457204
100816A,351.738,26.568,2.9,20,10.9,82.85,131,0.032746956,0.014767674,1.91138,2.22759,91,0.8034,0.462397998,1.301029996,1.037426498,1.918292513,2.117271296,-1.484829064,-1.830687903,0.281347037,21.34783526,1.959041392,-0.095068173,0.002390365,0.006355454,0.032930514,0.012015577,2.14E-12,0.003331152,0.004435701,0.289086082,0.029062977,0.009636232,0.128555138
100814A,22.479,-17.99,174.5,90,2.5,87.31,618,1.0257732,0.36343398,1.89414,0.787196,153,1.44,2.241795431,1.954242509,0.397940009,1.941063988,2.790988475,0.011051348,-0.43957447,0.277412076,20.89608288,2.184691431,0.158362492,0.160154454,0.028938284,0.00755287,0.013390724,1.01E-11,0.104345772,0.109163067,0.277894983,0.010270408,0.024572392,0.235309901
100728A,88.753,-15.259,198.5,380,5.1,76.72,2010,0.499293,0.1365831,1.90402,3.35678,86,1.567,2.297760511,2.579783597,0.707570176,1.884908594,3.303196057,-0.301644523,-0.864603034,0.279671506,21.52592288,1.934498451,0.195068996,0.182219362,0.122495725,0.015407855,0.010125521,3.28E-11,0.05079009,0.041024865,0.284308443,0.043795321,0.008431703,0.256607191
100621A,315.309,-51.102,63.6,210,12.8,76.03,7490,0.5943417,0.2785454,2.3024,19.2552,85,0.542,1.803457116,2.322219295,1.10720997,1.88098499,3.874481818,-0.225963798,-0.555104009,0.362180777,22.28454803,1.929418926,-0.266000713,0.058196194,0.067651708,0.038670695,0.009912774,1.22E-10,0.060458826,0.083665458,0.542911114,0.251219226,0.008190797,0.084719614
100615A,177.208,-19.483,39,50,5.4,62.4,615,0.45264234,0.22002318,2.37643,12.8509,71,1.398,1.591064607,1.698970004,0.73239376,1.79518459,2.788875116,-0.344244825,-0.657531563,0.375925026,22.10893354,1.851258349,0.145507171,0.035579664,0.01603381,0.016314199,0.005710251,1.00E-11,0.046044598,0.066087396,0.590966628,0.167663444,0.004818116,0.228266702
100425A,299.161,-26.463,37,4.7,1.4,78.81,311,0.0435699,0.016759017,2.17077,0.342503,88,1.755,1.568201724,0.672097858,0.146128036,1.896581328,2.492760389,-1.360813437,-1.775751458,0.336613811,20.53466438,1.944482672,0.244277121,0.033740921,0.001419492,0.004229607,0.010769928,5.08E-12,0.004432105,0.005033832,0.457465385,0.004468577,0.008913515,0.288133888
100424A,209.453,1.512,104,15,0.4,119.81,209,0.001167346,0.000172511,1.65736,2.00385,128,2.465,2.017033339,1.176091259,-0.397940009,2.078493068,2.320146286,-2.9328004,-3.763183207,0.219416853,21.30186521,2.10720997,0.391816924,0.095338788,0.004742394,0.001208459,0.023411412,3.41E-12,0.000118747,5.18E-05,0.124192638,0.02614388,0.018549747,0.407197478
100418A,256.358,11.457,7,3.4,1,79.13,127,0.0739878,0.0580596,2.26662,4.16E-06,87,0.6235,0.84509804,0.531478917,0,1.898341166,2.103803721,-1.130839886,-1.236125961,0.355378717,15.61909333,1.939519253,-0.205163542,0.006159787,0.001000097,0.003021148,0.010868593,2.07E-12,0.007526336,0.017439107,0.519685039,5.43E-08,0.008672609,0.098386772
100302A,195.504,74.568,17.9,3.1,0.5,125.47,196,0.027310176,0.015990552,1.9307,0.000053533,132,4.813,1.252853031,0.491361694,-0.301029996,2.098539898,2.292256071,-1.563675501,-1.796136544,0.285714797,16.72862158,2.120573931,0.682415862,0.016180932,0.000903313,0.001510574,0.025156554,3.20E-12,0.002778101,0.004803012,0.301627383,6.98E-07,0.01951337,0.800945801
91029,60.166,-55.954,39.2,24,1.8,79.88,180,0.16721793,0.06591486,2.11535,2.82219,91,2.752,1.593286067,1.380211242,0.255272505,1.902438056,2.255272505,-0.776717157,-1.181016666,0.325382235,21.45058625,1.959041392,0.43964843,0.035763538,0.007645901,0.005438066,0.01109984,2.94E-12,0.01701008,0.019798557,0.421490286,0.036820619,0.009636232,0.455325999
91024,339.24,56.885,109.8,61,2,3192,10,0.13180635,0.02893163,1.49013,17.184,3000,1.092,2.04060234,1.785329835,0.301029996,3.504062883,1,-0.880063666,-1.538627098,0.173224158,22.23512426,3.477121255,0.038222638,0.100671141,0.01958254,0.006042296,0.97065634,1.62E-13,0.013407872,0.008690067,0.015637678,0.224196642,0.710431221,0.176951972
91020,175.727,50.977,34.6,37,4.2,81.5,301,0.14840932,0.05134136,2.08587,5.08013,89,1.71,1.539076099,1.568201724,0.62324929,1.911157609,2.478566496,-0.828538825,-1.289532631,0.319287238,21.70587483,1.949390007,0.23299611,0.03153443,0.011839855,0.012688822,0.011599333,4.92E-12,0.015096792,0.015421179,0.402353766,0.066279567,0.009154421,0.280587604
91018,32.191,-57.546,4.4,14,10.3,61.49,44,0.14420988,0.04153068,1.98015,1.55551,68,0.971,0.643452676,1.146128036,1.012837225,1.788804493,1.643452676,-0.841004985,-1.381630958,0.29669809,21.19187281,1.832508913,-0.01278077,0.003769422,0.004419783,0.031117825,0.005429672,7.17E-13,0.014669609,0.012474388,0.333727142,0.020294467,0.004095399,0.156660853
090926B,46.31,-38.997,109.7,73,3.2,88.76,315,0.05999079,0.023886003,1.56483,13.9441,98,1.24,2.040206628,1.86332286,0.505149978,1.948217294,2.498310554,-1.221915419,-1.621856517,0.194467164,22.14439049,1.991226076,0.093421685,0.100579204,0.023453883,0.009667674,0.013837801,5.15E-12,0.006102504,0.007174534,0.064128113,0.181926233,0.011322573,0.201770861
90812,353.2,-10.609,66.7,58,3.6,76.82,495,0.11709094,0.04648606,1.88559,5.99391,86,2.452,1.824125834,1.763427994,0.556302501,1.885474303,2.694605199,-0.931476707,-1.332677262,0.275447266,21.77771022,1.934498451,0.389520466,0.061046244,0.018614705,0.010876133,0.010156354,8.09E-12,0.011910961,0.013962814,0.272344873,0.078201495,0.008431703,0.40501744
90726,248.681,72.866,67,8.6,0.7,3061.74,3800,0.0232314,0.00786303,2.4288,10.6388,3610,2.71,1.826074803,0.934498451,-0.15490196,3.485968308,3.579783597,-1.633924617,-2.104410067,0.385391754,22.02689264,3.557507202,0.432969291,0.061322056,0.002677678,0.002114804,0.930493419,6.21E-11,0.002363191,0.002361784,0.624961863,0.138802562,0.857383763,0.448282801
090715B,251.337,44.837,266,57,3.8,46.25,419,0.09306745,0.0395682,2.02532,8.28035,53,3,2.424881637,1.755874856,0.579783597,1.665111737,2.622214023,-1.031202185,-1.402653706,0.306493651,21.91804869,1.72427587,0.477121255,0.244276915,0.018292093,0.011480363,0.000730739,6.84E-12,0.009467195,0.011884926,0.363048601,0.108032278,0.000481812,0.496914408
90618,294.008,78.352,113.2,1050,38.9,120.9,31500,1.06260286,0.35844587,1.82831,2.46604,129,0.54,2.053846427,3.021189299,1.589949601,2.082426301,4.498310554,0.02637098,-0.445576419,0.262049835,21.39200012,2.11058971,-0.26760624,0.103797003,0.338645675,0.117522659,0.023747491,5.15E-10,0.108092233,0.107664811,0.235162381,0.032173992,0.018790653,0.084384223
90529,212.446,24.45,100,6.8,0.4,197.09,148,0.019368992,0.011372352,2.22623,3.26E-08,204,2.625,2,0.832508913,-0.397940009,2.29466459,2.170261715,-1.71289298,-1.944149706,0.347570031,13.5132176,2.309630167,0.419129308,0.091661304,0.002096977,0.001208459,0.047239069,2.42E-12,0.001970292,0.003415863,0.493466449,4.25E-10,0.036858588,0.434028709
90519,142.317,0.19,64,12,0.6,114.92,57.7,3.02E-05,4.69E-06,1.46604,13.5112,106,3.9,1.806179974,1.079181246,-0.22184875,2.060395617,1.761175813,-4.519993057,-5.328827157,0.16614582,22.13069392,2.025305865,0.591064607,0.058563942,0.003774559,0.001812689,0.021903684,9.41E-13,3.07E-06,1.41E-06,0,0.176278263,0.013249819,0.647840086
90424,189.531,16.829,48,210,71,84.46,654,0.8685105,0.36182094,1.96315,4.26707,91,0.544,1.681241237,2.322219295,1.851258349,1.926651077,2.815577748,-0.061224927,-0.441506302,0.292953484,21.63012977,1.959041392,-0.2644011,0.043854004,0.067651708,0.214501511,0.012511986,1.07E-11,0.088348378,0.108678566,0.322691836,0.055671716,0.009636232,0.085055004
090418A,269.32,33.407,56,46,1.9,96.1,105,0.11250812,0.032624602,2.03408,10.5599,84,1.608,1.748188027,1.662757832,0.278753601,1.982723388,2.021189299,-0.948816132,-1.486454778,0.30836803,22.02365981,1.924279286,0.206286044,0.051208973,0.014743362,0.005740181,0.016100935,1.71E-12,0.011444778,0.009799308,0.368735029,0.137773168,0.007949892,0.263482694
